PFco_Code,tahun,bulan,stok_awal,stok_masuk,penjualan,stok_akhir,safety_stock,status_stok
574,2022,11,644.61,114.66,193.0,566.27,92.31,overstock
574,2022,12,566.27,288.85,189.5,665.62,92.31,overstock
574,2023,1,665.62,213.0,137.72,740.9,92.31,overstock
574,2023,2,740.9,402.83,363.05,780.68,92.31,overstock
574,2023,3,780.68,360.71,322.6,818.79,92.31,overstock
574,2023,4,818.79,189.61,133.1,875.3,92.31,overstock
574,2023,5,875.3,122.94,176.97,821.27,92.31,overstock
574,2023,6,821.27,463.78,490.3,794.75,92.31,overstock
574,2023,7,794.75,949.37,985.74,758.38,92.31,overstock
574,2023,8,758.38,211.84,242.8,727.42,92.31,overstock
574,2023,9,727.42,144.39,143.04,728.77,92.31,overstock
574,2023,10,728.77,239.32,173.36,794.73,92.31,overstock
574,2023,11,794.73,225.62,143.0,877.35,92.31,overstock
574,2023,12,877.35,118.61,229.9,766.06,92.31,overstock
574,2024,1,766.06,318.46,237.0,847.52,92.31,overstock
574,2024,2,847.52,135.29,143.2,839.61,92.31,overstock
574,2024,3,839.61,400.99,294.54,946.06,92.31,overstock
574,2024,4,946.06,310.39,194.4,1062.05,92.31,overstock
574,2024,5,1062.05,371.62,507.3,926.37,92.31,overstock
574,2024,6,926.37,534.23,501.5,959.1,92.31,overstock
574,2024,7,959.1,236.69,238.6,957.19,92.31,overstock
575,2022,7,103.63,32.55,43.7,92.48,17.95,normal
575,2022,8,92.48,0.0,0.0,80.81,17.95,normal
575,2022,9,80.81,0.0,0.0,75.12,17.95,normal
575,2022,10,75.12,0.0,0.0,65.61,17.95,normal
575,2022,11,65.61,0.0,0.0,57.15,17.95,normal
575,2022,12,57.15,48.95,47.2,58.9,17.95,normal
575,2023,1,58.9,0.0,0.0,54.43,17.95,normal
575,2023,2,54.43,0.0,0.0,46.48,17.95,normal
575,2023,3,46.48,0.0,0.0,44.11,17.95,normal
575,2023,4,44.11,0.0,0.0,41.38,17.95,normal
575,2023,5,41.38,220.73,240.6,21.51,17.95,normal
575,2023,6,21.51,0.0,0.0,20.03,17.95,normal
575,2023,7,20.03,0.0,0.0,17.3,17.95,understock
575,2023,8,17.3,0.0,0.0,14.85,17.95,understock
575,2023,9,14.85,0.0,0.0,13.52,17.95,understock
575,2023,10,13.52,8.5,18.41,3.61,17.95,understock
578,2021,1,2168.4,2314.45,1615.88,2866.97,495.36,overstock
578,2021,2,2866.97,2283.4,3989.3,1161.07,495.36,normal
578,2021,3,1161.07,789.15,1562.13,388.09,495.36,understock
578,2021,4,388.09,1012.4,876.36,524.13,495.36,normal
578,2021,5,524.13,756.91,785.04,496.0,495.36,normal
578,2021,6,496.0,1940.89,1786.8,650.09,495.36,normal
578,2021,7,650.09,823.59,974.05,499.63,495.36,normal
578,2021,8,499.63,1166.89,1159.6,506.92,495.36,normal
578,2021,9,506.92,937.61,897.06,547.47,495.36,normal
578,2021,10,547.47,543.66,1013.44,77.69,495.36,understock
578,2021,11,77.69,2639.79,3062.15,0.0,495.36,stockout
578,2021,12,0.0,2775.77,2657.28,118.49,495.36,understock
578,2022,1,118.49,3105.55,2764.56,459.48,495.36,understock
578,2022,2,459.48,6634.41,6159.4,934.49,495.36,normal
578,2022,3,934.49,1122.74,2466.4,0.0,495.36,stockout
578,2022,4,0.0,3189.56,2143.78,1045.78,495.36,normal
578,2022,5,1045.78,1305.48,770.79,1580.47,495.36,normal
578,2022,6,1580.47,1721.22,1084.41,2217.28,495.36,normal
578,2022,7,2217.28,4463.17,2653.13,4027.32,495.36,overstock
578,2022,8,4027.32,1145.73,1030.62,4142.43,495.36,overstock
578,2022,9,4142.43,760.35,850.16,4052.62,495.36,overstock
578,2022,10,4052.62,1173.66,815.07,4411.21,495.36,overstock
578,2022,11,4411.21,2077.22,2019.96,4468.47,495.36,overstock
578,2022,12,4468.47,1296.17,2854.81,2909.83,495.36,overstock
578,2023,1,2909.83,4429.69,4102.85,3236.67,495.36,overstock
578,2023,2,3236.67,3472.27,3801.61,2907.33,495.36,overstock
578,2023,3,2907.33,2102.96,2089.56,2920.73,495.36,overstock
578,2023,4,2920.73,2077.77,1300.03,3698.47,495.36,overstock
578,2023,5,3698.47,1157.5,675.8,4180.17,495.36,overstock
578,2023,6,4180.17,1455.3,952.39,4683.08,495.36,overstock
578,2023,7,4683.08,1873.35,1659.24,4897.19,495.36,overstock
578,2023,8,4897.19,1423.87,1330.34,4990.72,495.36,overstock
578,2023,9,4990.72,608.21,577.38,5021.55,495.36,overstock
578,2023,10,5021.55,255.85,756.9,4520.5,495.36,overstock
578,2023,11,4520.5,971.76,964.81,4527.45,495.36,overstock
578,2023,12,4527.45,3308.48,2882.9,4953.03,495.36,overstock
578,2024,1,4953.03,2145.31,2029.86,5068.48,495.36,overstock
578,2024,2,5068.48,2185.69,1998.85,5255.32,495.36,overstock
578,2024,3,5255.32,580.71,489.1,5346.93,495.36,overstock
578,2024,4,5346.93,584.54,735.7,5195.77,495.36,overstock
578,2024,5,5195.77,1352.35,1355.3,5192.82,495.36,overstock
578,2024,6,5192.82,1763.51,1792.33,5164.0,495.36,overstock
578,2024,7,5164.0,1297.57,2525.49,3936.08,495.36,overstock
579,2024,1,314.62,315.1,294.4,335.32,90.02,normal
580,2021,2,215.3,56.65,45.0,226.95,60.19,normal
580,2021,3,226.95,78.3,50.87,254.38,60.19,normal
580,2021,4,254.38,143.5,89.85,308.03,60.19,normal
580,2021,5,308.03,0.0,0.0,266.12,60.19,normal
580,2021,6,266.12,61.17,63.85,263.44,60.19,normal
580,2021,7,263.44,30.79,0.0,268.61,60.19,normal
580,2021,8,268.61,74.94,70.47,273.08,60.19,normal
580,2021,9,273.08,0.0,0.0,249.8,60.19,normal
580,2021,10,249.8,37.96,74.29,213.47,60.19,normal
580,2021,11,213.47,0.0,0.0,184.09,60.19,normal
580,2021,12,184.09,722.75,686.69,220.15,60.19,normal
580,2022,1,220.15,247.39,258.66,208.88,60.19,normal
580,2022,2,208.88,437.59,307.3,339.17,60.19,normal
580,2022,3,339.17,661.86,1193.21,0.0,60.19,stockout
580,2022,4,0.0,0.0,0.0,0.0,60.19,stockout
580,2022,5,0.0,53.87,59.19,0.0,60.19,stockout
580,2022,6,0.0,71.2,61.5,9.7,60.19,understock
580,2022,7,9.7,17.97,37.39,0.0,60.19,stockout
580,2022,8,0.0,71.37,59.14,12.23,60.19,understock
580,2022,9,12.23,1231.57,788.19,455.61,60.19,overstock
580,2022,10,455.61,0.0,0.0,393.43,60.19,overstock
580,2022,11,393.43,0.0,0.0,372.82,60.19,overstock
580,2022,12,372.82,47.94,0.0,391.79,60.19,overstock
580,2023,1,391.79,0.0,0.0,356.97,60.19,normal
580,2023,2,356.97,15.35,0.0,348.88,60.19,normal
580,2023,3,348.88,0.0,0.0,314.39,60.19,normal
580,2023,4,314.39,0.0,0.0,267.66,60.19,normal
580,2023,5,267.66,143.9,120.2,291.36,60.19,normal
580,2023,6,291.36,172.48,178.82,285.02,60.19,normal
580,2023,7,285.02,15.99,0.0,283.86,60.19,normal
580,2023,8,283.86,0.0,0.0,263.85,60.19,normal
580,2023,9,263.85,204.31,121.9,346.26,60.19,normal
580,2023,10,346.26,0.0,0.0,301.03,60.19,normal
580,2023,11,301.03,706.89,438.9,569.02,60.19,overstock
580,2023,12,569.02,260.13,241.8,587.35,60.19,overstock
582,2021,9,196.53,356.18,231.59,321.12,80.9,normal
584,2022,5,200.8,261.23,184.54,277.49,53.84,overstock
584,2022,6,277.49,197.75,135.47,339.77,53.84,overstock
584,2022,7,339.77,0.0,0.0,297.99,53.84,overstock
584,2022,8,297.99,105.89,93.1,310.78,53.84,overstock
584,2022,9,310.78,0.0,0.0,289.9,53.84,overstock
584,2022,10,289.9,0.0,0.0,269.81,53.84,overstock
584,2022,11,269.81,0.0,0.0,251.27,53.84,overstock
584,2022,12,251.27,0.0,0.0,218.66,53.84,normal
584,2023,1,218.66,53.83,89.1,183.39,53.84,normal
584,2023,2,183.39,0.0,0.0,161.58,53.84,normal
584,2023,3,161.58,125.63,229.5,57.71,53.84,normal
584,2023,4,57.71,0.0,0.0,50.34,53.84,understock
584,2023,5,50.34,0.0,0.0,43.96,53.84,understock
584,2023,6,43.96,13.72,0.0,55.2,53.84,normal
584,2023,7,55.2,91.31,135.9,10.61,53.84,understock
584,2023,8,10.61,126.62,90.03,47.2,53.84,understock
584,2023,9,47.2,0.0,0.0,41.77,53.84,understock
584,2023,10,41.77,12.83,0.0,50.52,53.84,understock
584,2023,11,50.52,0.0,0.0,47.26,53.84,understock
584,2023,12,47.26,436.8,459.19,24.87,53.84,understock
584,2024,1,24.87,95.24,91.0,29.11,53.84,understock
584,2024,2,29.11,0.0,0.0,25.4,53.84,understock
584,2024,3,25.4,115.89,273.4,0.0,53.84,stockout
584,2024,4,0.0,30.19,0.0,30.19,53.84,understock
584,2024,5,30.19,8.86,0.0,35.64,53.84,understock
584,2024,6,35.64,0.0,0.0,30.34,53.84,understock
584,2024,7,30.34,60.74,46.4,44.68,53.84,understock
585,2021,1,87.76,235.68,256.8,66.64,22.51,normal
585,2021,2,66.64,0.0,0.0,61.26,22.51,normal
585,2021,3,61.26,0.0,0.0,54.65,22.51,normal
585,2021,4,54.65,102.04,74.53,82.16,22.51,normal
585,2021,5,82.16,0.0,0.0,76.88,22.51,normal
585,2021,6,76.88,105.5,63.1,119.28,22.51,normal
585,2021,7,119.28,113.51,125.22,107.57,22.51,normal
585,2021,8,107.57,67.42,73.34,101.65,22.51,normal
585,2021,9,101.65,195.16,203.88,92.93,22.51,normal
585,2021,10,92.93,107.02,94.1,105.85,22.51,normal
585,2021,11,105.85,0.0,0.0,91.28,22.51,normal
585,2021,12,91.28,127.48,74.73,144.03,22.51,normal
585,2022,1,144.03,74.1,53.14,164.99,22.51,overstock
585,2022,2,164.99,0.0,0.0,140.42,22.51,normal
585,2022,3,140.42,69.78,93.0,117.2,22.51,normal
585,2022,4,117.2,28.87,41.92,104.15,22.51,normal
585,2022,5,104.15,0.0,0.0,89.32,22.51,normal
585,2022,6,89.32,0.0,0.0,77.32,22.51,normal
585,2022,7,77.32,0.0,0.0,71.1,22.51,normal
585,2022,8,71.1,19.22,0.0,82.6,22.51,normal
585,2022,9,82.6,0.0,0.0,77.24,22.51,normal
585,2022,10,77.24,0.0,0.0,66.92,22.51,normal
585,2022,11,66.92,57.38,39.6,84.7,22.51,normal
585,2022,12,84.7,17.68,0.0,97.4,22.51,normal
585,2023,1,97.4,0.0,0.0,87.62,22.51,normal
585,2023,2,87.62,132.21,119.43,100.4,22.51,normal
587,2024,5,42.92,32.15,36.17,38.9,7.41,normal
588,2021,12,733.08,898.46,989.7,641.84,219.19,normal
588,2022,1,641.84,216.77,264.22,594.39,219.19,normal
588,2022,2,594.39,563.85,986.66,171.58,219.19,understock
588,2022,3,171.58,1380.29,1283.24,268.63,219.19,normal
588,2022,4,268.63,0.0,0.0,229.16,219.19,normal
588,2022,5,229.16,0.0,0.0,195.91,219.19,understock
588,2022,6,195.91,0.0,0.0,172.95,219.19,understock
588,2022,7,172.95,38.59,22.97,188.57,219.19,understock
588,2022,8,188.57,0.0,0.0,165.81,219.19,understock
588,2022,9,165.81,553.06,507.01,211.86,219.19,understock
588,2022,10,211.86,0.0,0.0,187.39,219.19,understock
588,2022,11,187.39,0.0,0.0,171.98,219.19,understock
588,2022,12,171.98,0.0,0.0,160.88,219.19,understock
588,2023,1,160.88,0.0,0.0,147.23,219.19,understock
588,2023,2,147.23,0.0,0.0,126.71,219.19,understock
588,2023,3,126.71,925.32,910.8,141.23,219.19,understock
588,2023,4,141.23,0.0,0.0,121.65,219.19,understock
588,2023,5,121.65,0.0,0.0,109.81,219.19,understock
588,2023,6,109.81,0.0,0.0,100.23,219.19,understock
588,2023,7,100.23,0.0,0.0,93.26,219.19,understock
588,2023,8,93.26,110.88,0.0,192.3,219.19,understock
588,2023,9,192.3,0.0,0.0,167.81,219.19,understock
588,2023,10,167.81,0.0,0.0,158.75,219.19,understock
588,2023,11,158.75,1776.86,1228.51,707.1,219.19,normal
588,2023,12,707.1,544.51,1158.02,93.59,219.19,understock
588,2024,1,93.59,52.6,24.6,121.59,219.19,understock
588,2024,2,121.59,0.0,0.0,103.68,219.19,understock
588,2024,3,103.68,0.0,0.0,96.29,219.19,understock
588,2024,4,96.29,92.44,0.0,183.78,219.19,understock
588,2024,5,183.78,132.04,197.5,118.32,219.19,understock
589,2023,11,161.35,69.04,46.4,183.99,51.32,normal
589,2023,12,183.99,285.71,604.1,0.0,51.32,stockout
589,2024,1,0.0,34.01,24.0,10.01,51.32,understock
589,2024,2,10.01,0.0,0.0,9.16,51.32,understock
589,2024,3,9.16,0.0,0.0,8.02,51.32,understock
589,2024,4,8.02,0.0,0.0,7.58,51.32,understock
589,2024,5,7.58,98.92,112.6,0.0,51.32,stockout
590,2021,12,718.34,826.77,720.48,824.63,156.23,normal
590,2022,1,824.63,213.88,483.14,555.37,156.23,normal
590,2022,2,555.37,1023.01,1024.84,553.54,156.23,normal
590,2022,3,553.54,1229.7,1099.2,684.04,156.23,normal
590,2022,4,684.04,0.0,0.0,596.1,156.23,normal
590,2022,5,596.1,0.0,0.0,514.02,156.23,normal
590,2022,6,514.02,0.0,0.0,462.82,156.23,normal
590,2022,7,462.82,65.62,46.93,481.51,156.23,normal
590,2022,8,481.51,0.0,0.0,432.22,156.23,normal
590,2022,9,432.22,0.0,0.0,408.02,156.23,normal
590,2022,10,408.02,0.0,0.0,356.04,156.23,normal
590,2022,11,356.04,0.0,0.0,316.47,156.23,normal
590,2022,12,316.47,0.0,0.0,273.2,156.23,normal
590,2023,1,273.2,0.0,0.0,250.55,156.23,normal
590,2023,2,250.55,0.0,0.0,233.42,156.23,normal
590,2023,3,233.42,0.0,0.0,212.02,156.23,normal
590,2023,4,212.02,0.0,0.0,190.29,156.23,normal
590,2023,5,190.29,0.0,0.0,169.99,156.23,normal
590,2023,6,169.99,0.0,0.0,156.26,156.23,normal
590,2023,7,156.26,94.87,0.0,230.02,156.23,normal
590,2023,8,230.02,0.0,0.0,209.16,156.23,normal
590,2023,9,209.16,0.0,0.0,187.55,156.23,normal
590,2023,10,187.55,0.0,0.0,177.39,156.23,normal
590,2023,11,177.39,399.51,966.3,0.0,156.23,stockout
590,2023,12,0.0,587.54,549.0,38.54,156.23,understock
590,2024,1,38.54,38.59,25.0,52.13,156.23,understock
590,2024,2,52.13,0.0,0.0,47.38,156.23,understock
590,2024,3,47.38,0.0,0.0,40.55,156.23,understock
590,2024,4,40.55,0.0,0.0,35.07,156.23,understock
590,2024,5,35.07,283.4,287.8,30.67,156.23,understock
591,2021,12,374.78,743.35,811.75,306.38,91.08,normal
591,2022,1,306.38,0.0,0.0,278.23,91.08,normal
591,2022,2,278.23,409.9,801.1,0.0,91.08,stockout
591,2022,3,0.0,114.33,149.84,0.0,91.08,stockout
591,2022,4,0.0,0.0,0.0,0.0,91.08,stockout
591,2022,5,0.0,0.0,0.0,0.0,91.08,stockout
591,2022,6,0.0,0.0,0.0,0.0,91.08,stockout
591,2022,7,0.0,0.0,0.0,0.0,91.08,stockout
591,2022,8,0.0,0.0,0.0,0.0,91.08,stockout
591,2022,9,0.0,37.39,0.0,37.39,91.08,understock
591,2022,10,37.39,0.0,0.0,32.61,91.08,understock
591,2022,11,32.61,0.0,0.0,29.3,91.08,understock
591,2022,12,29.3,0.0,0.0,26.69,91.08,understock
591,2023,1,26.69,0.0,0.0,23.55,91.08,understock
591,2023,2,23.55,0.0,0.0,21.11,91.08,understock
591,2023,3,21.11,0.0,0.0,19.52,91.08,understock
591,2023,4,19.52,0.0,0.0,17.03,91.08,understock
591,2023,5,17.03,0.0,0.0,14.66,91.08,understock
591,2023,6,14.66,0.0,0.0,13.39,91.08,understock
591,2023,7,13.39,0.0,0.0,12.1,91.08,understock
591,2023,8,12.1,0.0,0.0,11.09,91.08,understock
591,2023,9,11.09,0.0,0.0,9.81,91.08,understock
591,2023,10,9.81,74.92,0.0,83.48,91.08,understock
591,2023,11,83.48,242.7,240.1,86.08,91.08,understock
591,2023,12,86.08,0.0,0.0,78.26,91.08,understock
591,2024,1,78.26,0.0,0.0,69.35,91.08,understock
591,2024,2,69.35,0.0,0.0,60.55,91.08,understock
591,2024,3,60.55,0.0,0.0,53.78,91.08,understock
591,2024,4,53.78,0.0,0.0,49.29,91.08,understock
591,2024,5,49.29,92.71,56.8,85.2,91.08,understock
592,2023,11,122.55,66.9,59.8,129.65,36.93,normal
592,2023,12,129.65,265.91,242.7,152.86,36.93,normal
592,2024,1,152.86,0.0,0.0,134.75,36.93,normal
592,2024,2,134.75,0.0,0.0,114.75,36.93,normal
592,2024,3,114.75,0.0,0.0,99.96,36.93,normal
592,2024,4,99.96,0.0,0.0,89.61,36.93,normal
592,2024,5,89.61,42.08,40.1,91.59,36.93,normal
593,2021,12,294.64,729.47,661.02,363.09,88.03,normal
593,2022,1,363.09,508.57,458.6,413.06,88.03,normal
593,2022,2,413.06,729.35,657.67,484.74,88.03,overstock
593,2022,3,484.74,425.08,475.21,434.61,88.03,normal
593,2022,4,434.61,0.0,0.0,405.57,88.03,normal
593,2022,5,405.57,0.0,0.0,354.42,88.03,normal
593,2022,6,354.42,0.0,0.0,323.53,88.03,normal
593,2022,7,323.53,35.95,24.0,335.48,88.03,normal
593,2022,8,335.48,0.0,0.0,296.65,88.03,normal
593,2022,9,296.65,0.0,0.0,272.84,88.03,normal
593,2022,10,272.84,31.81,0.0,285.45,88.03,normal
593,2022,11,285.45,0.0,0.0,242.79,88.03,normal
593,2022,12,242.79,38.83,0.0,255.55,88.03,normal
593,2023,1,255.55,0.0,0.0,229.84,88.03,normal
593,2023,2,229.84,0.0,0.0,207.51,88.03,normal
593,2023,3,207.51,0.0,0.0,195.97,88.03,normal
593,2023,4,195.97,0.0,0.0,185.14,88.03,normal
593,2023,5,185.14,0.0,0.0,170.19,88.03,normal
593,2023,6,170.19,0.0,0.0,159.39,88.03,normal
593,2023,7,159.39,0.0,0.0,137.16,88.03,normal
593,2023,8,137.16,0.0,0.0,125.59,88.03,normal
593,2023,9,125.59,0.0,0.0,118.11,88.03,normal
593,2023,10,118.11,0.0,0.0,109.24,88.03,normal
593,2023,11,109.24,0.0,0.0,94.47,88.03,normal
593,2023,12,94.47,0.0,0.0,84.83,88.03,understock
593,2024,1,84.83,44.39,24.0,105.22,88.03,normal
593,2024,2,105.22,0.0,0.0,99.76,88.03,normal
593,2024,3,99.76,54.25,0.0,140.35,88.03,normal
593,2024,4,140.35,0.0,0.0,120.83,88.03,normal
593,2024,5,120.83,0.0,8.32,112.51,88.03,normal
593,2024,6,112.51,0.0,0.0,105.61,88.03,normal
593,2024,7,105.61,52.33,59.9,98.04,88.03,normal
594,2021,12,638.08,524.61,506.03,656.66,241.31,normal
594,2022,1,656.66,1120.28,1107.28,669.66,241.31,normal
594,2022,2,669.66,356.41,496.11,529.96,241.31,normal
594,2022,3,529.96,93.83,0.0,550.43,241.31,normal
594,2022,4,550.43,76.66,0.0,548.59,241.31,normal
594,2022,5,548.59,0.0,0.0,496.0,241.31,normal
594,2022,6,496.0,1728.23,1253.84,970.39,241.31,normal
594,2022,7,970.39,1253.64,1109.94,1114.09,241.31,overstock
594,2022,8,1114.09,87.79,178.8,1023.08,241.31,normal
594,2022,9,1023.08,2147.41,1299.5,1870.99,241.31,overstock
594,2022,10,1870.99,170.96,121.8,1920.15,241.31,overstock
594,2022,11,1920.15,0.0,0.0,1682.09,241.31,overstock
594,2022,12,1682.09,0.0,0.0,1583.3,241.31,overstock
594,2023,1,1583.3,2213.64,1463.98,2332.96,241.31,overstock
594,2023,2,2332.96,1897.23,1815.35,2414.84,241.31,overstock
594,2023,3,2414.84,690.39,478.1,2627.13,241.31,overstock
594,2023,4,2627.13,0.0,0.0,2389.01,241.31,overstock
594,2023,5,2389.01,0.0,0.0,2038.91,241.31,overstock
594,2023,6,2038.91,279.26,188.4,2129.77,241.31,overstock
594,2023,7,2129.77,491.2,306.7,2314.27,241.31,overstock
594,2023,8,2314.27,93.45,61.8,2345.92,241.31,overstock
594,2023,9,2345.92,0.0,0.0,2090.19,241.31,overstock
594,2023,10,2090.19,0.0,0.0,1892.31,241.31,overstock
594,2023,11,1892.31,0.0,0.0,1794.49,241.31,overstock
594,2023,12,1794.49,0.0,0.0,1644.61,241.31,overstock
594,2024,1,1644.61,238.67,324.14,1559.14,241.31,overstock
594,2024,2,1559.14,240.39,240.3,1559.23,241.31,overstock
594,2024,3,1559.23,0.0,0.0,1383.01,241.31,overstock
594,2024,4,1383.01,0.0,0.0,1251.35,241.31,overstock
594,2024,5,1251.35,958.62,890.24,1319.73,241.31,overstock
594,2024,6,1319.73,0.0,0.0,1161.15,241.31,overstock
594,2024,7,1161.15,602.66,613.8,1150.01,241.31,overstock
596,2021,1,90.07,18.64,17.82,90.89,24.76,normal
596,2021,2,90.89,0.0,0.0,79.09,24.76,normal
596,2021,3,79.09,0.0,0.0,72.25,24.76,normal
596,2021,4,72.25,223.78,143.34,152.69,24.76,overstock
596,2021,5,152.69,0.0,0.0,133.61,24.76,normal
596,2021,6,133.61,117.03,116.06,134.58,24.76,normal
596,2021,7,134.58,214.55,141.26,207.87,24.76,overstock
596,2021,8,207.87,29.81,17.5,220.18,24.76,overstock
596,2021,9,220.18,105.54,230.78,94.94,24.76,normal
596,2021,10,94.94,174.6,160.82,108.72,24.76,normal
596,2021,11,108.72,0.0,0.0,101.93,24.76,normal
596,2021,12,101.93,112.31,124.04,90.2,24.76,normal
596,2022,1,90.2,43.46,70.6,63.06,24.76,normal
596,2022,2,63.06,12.05,28.1,47.01,24.76,normal
596,2022,3,47.01,302.74,272.81,76.94,24.76,normal
596,2022,4,76.94,66.11,70.2,72.85,24.76,normal
596,2022,5,72.85,152.66,105.54,119.97,24.76,normal
596,2022,6,119.97,121.97,106.7,135.24,24.76,normal
596,2022,7,135.24,38.49,39.98,133.75,24.76,normal
596,2022,8,133.75,45.54,106.35,72.94,24.76,normal
596,2022,9,72.94,30.32,36.1,67.16,24.76,normal
596,2022,10,67.16,0.0,0.0,62.88,24.76,normal
596,2022,11,62.88,0.0,0.0,59.25,24.76,normal
596,2022,12,59.25,0.0,0.0,52.05,24.76,normal
596,2023,1,52.05,0.0,0.0,47.09,24.76,normal
596,2023,2,47.09,0.0,0.0,44.58,24.76,normal
596,2023,3,44.58,56.35,53.31,47.62,24.76,normal
596,2023,4,47.62,68.12,125.1,0.0,24.76,stockout
596,2023,5,0.0,136.52,121.0,15.52,24.76,understock
596,2023,6,15.52,171.41,160.16,26.77,24.76,normal
596,2023,7,26.77,61.17,34.88,53.06,24.76,normal
596,2023,8,53.06,0.0,0.0,45.44,24.76,normal
596,2023,9,45.44,108.37,106.54,47.27,24.76,normal
596,2023,10,47.27,75.11,71.4,50.98,24.76,normal
596,2023,11,50.98,105.62,114.68,41.92,24.76,normal
596,2023,12,41.92,171.3,107.2,106.02,24.76,normal
596,2024,1,106.02,9.15,10.59,104.58,24.76,normal
596,2024,2,104.58,0.0,0.0,98.05,24.76,normal
596,2024,3,98.05,44.01,52.6,89.46,24.76,normal
596,2024,4,89.46,0.0,0.0,79.88,24.76,normal
596,2024,5,79.88,113.57,109.38,84.07,24.76,normal
596,2024,6,84.07,0.0,0.0,74.9,24.76,normal
596,2024,7,74.9,77.59,107.6,44.89,24.76,normal
597,2022,5,58.72,89.86,124.42,24.16,14.42,normal
597,2022,6,24.16,6.02,0.0,27.1,14.42,normal
597,2022,7,27.1,0.0,0.0,24.84,14.42,normal
597,2022,8,24.84,15.24,14.5,25.58,14.42,normal
597,2022,9,25.58,0.0,0.0,23.88,14.42,normal
597,2022,10,23.88,7.47,0.0,28.86,14.42,normal
597,2022,11,28.86,0.0,0.0,25.41,14.42,normal
597,2022,12,25.41,0.0,0.0,23.48,14.42,normal
597,2023,1,23.48,0.0,0.0,19.98,14.42,normal
597,2023,2,19.98,0.0,0.0,17.46,14.42,normal
597,2023,3,17.46,0.0,0.0,15.2,14.42,normal
597,2023,4,15.2,0.0,0.0,13.43,14.42,understock
597,2023,5,13.43,0.0,0.0,11.5,14.42,understock
597,2023,6,11.5,0.0,0.0,10.65,14.42,understock
597,2023,7,10.65,0.0,0.0,9.31,14.42,understock
597,2023,8,9.31,0.0,0.0,8.68,14.42,understock
597,2023,9,8.68,30.68,28.6,10.76,14.42,understock
599,2021,1,174.97,22.7,44.0,153.67,39.61,normal
599,2021,2,153.67,0.0,0.0,138.24,39.61,normal
599,2021,3,138.24,0.0,0.0,130.39,39.61,normal
599,2021,4,130.39,0.0,0.0,111.04,39.61,normal
599,2021,5,111.04,0.0,0.0,95.86,39.61,normal
599,2021,6,95.86,0.0,0.0,86.16,39.61,normal
599,2021,7,86.16,5.35,20.3,71.21,39.61,normal
599,2021,8,71.21,0.0,0.0,65.71,39.61,normal
599,2021,9,65.71,0.0,0.0,61.87,39.61,normal
599,2021,10,61.87,18.35,46.3,33.92,39.61,understock
599,2021,11,33.92,0.0,0.0,30.57,39.61,understock
599,2021,12,30.57,53.48,47.1,36.95,39.61,understock
599,2022,1,36.95,0.0,0.0,34.95,39.61,understock
599,2022,2,34.95,60.69,40.8,54.84,39.61,normal
599,2022,3,54.84,0.0,0.0,47.33,39.61,normal
599,2022,4,47.33,0.0,0.0,42.43,39.61,normal
599,2022,5,42.43,12.3,0.0,49.89,39.61,normal
599,2022,6,49.89,0.0,0.0,44.49,39.61,normal
599,2022,7,44.49,19.47,0.0,60.16,39.61,normal
599,2022,8,60.16,0.0,0.0,51.92,39.61,normal
599,2022,9,51.92,0.0,0.0,48.89,39.61,normal
599,2022,10,48.89,541.85,359.9,230.84,39.61,normal
599,2022,11,230.84,301.92,685.14,0.0,39.61,stockout
599,2022,12,0.0,0.0,0.0,0.0,39.61,stockout
599,2023,1,0.0,0.0,0.0,0.0,39.61,stockout
599,2023,2,0.0,0.0,0.0,0.0,39.61,stockout
599,2023,3,0.0,0.0,0.0,0.0,39.61,stockout
599,2023,4,0.0,23.7,44.5,0.0,39.61,stockout
599,2023,5,0.0,0.0,0.0,0.0,39.61,stockout
599,2023,6,0.0,0.0,0.0,0.0,39.61,stockout
599,2023,7,0.0,31.63,0.0,31.63,39.61,understock
599,2023,8,31.63,126.44,129.2,28.87,39.61,understock
599,2023,9,28.87,34.5,67.44,0.0,39.61,stockout
599,2023,10,0.0,531.0,573.18,0.0,39.61,stockout
599,2023,11,0.0,0.0,0.0,0.0,39.61,stockout
599,2023,12,0.0,0.0,0.0,0.0,39.61,stockout
599,2024,1,0.0,0.0,0.0,0.0,39.61,stockout
599,2024,2,0.0,0.0,0.0,0.0,39.61,stockout
599,2024,3,0.0,36.91,66.7,0.0,39.61,stockout
599,2024,4,0.0,0.0,0.0,0.0,39.61,stockout
599,2024,5,0.0,0.0,0.0,0.0,39.61,stockout
599,2024,6,0.0,0.0,0.0,0.0,39.61,stockout
599,2024,7,0.0,43.12,42.1,1.02,39.61,understock
600,2021,1,799.91,853.49,1322.06,331.34,263.23,normal
600,2021,2,331.34,2004.12,1525.51,809.95,263.23,normal
600,2021,3,809.95,1062.67,1509.5,363.12,263.23,normal
600,2021,4,363.12,2280.04,2186.05,457.11,263.23,normal
600,2021,5,457.11,736.84,698.24,495.71,263.23,normal
600,2021,6,495.71,2803.93,2909.58,390.06,263.23,normal
600,2021,7,390.06,493.48,301.8,581.74,263.23,normal
600,2021,8,581.74,573.35,509.22,645.87,263.23,normal
600,2021,9,645.87,299.35,301.7,643.52,263.23,normal
600,2021,10,643.52,4340.95,3945.01,1039.46,263.23,normal
600,2021,11,1039.46,450.88,540.55,949.79,263.23,normal
